lat,lon,n,r_plant_km,r_cover_km,area_km2,emissions_t,capacity,subsector
52.64394,16.08986,1,0.000,2.000,0.5027,33281.2501,7668567.1780,glass
50.70238,18.18598,1,0.000,2.000,0.5027,33281.2501,7668567.1780,glass
51.61972,19.93472,1,0.000,2.000,0.5027,305000.0005,70277197.8005,glass
53.23749,20.17402,1,0.000,2.000,0.5027,33281.2501,7668567.1780,glass
51.94770,21.59768,1,0.000,2.000,0.5027,33281.2501,7668567.1780,glass
51.38694,19.68250,1,0.000,2.000,0.5027,33281.2501,7668567.1780,glass
50.33583,19.60556,1,0.000,2.000,0.5027,33281.2501,7668567.1780,glass
50.80166,16.29318,1,0.000,2.000,0.5027,33281.2501,7668567.1780,glass
50.29781,16.87931,1,0.000,2.000,0.5027,33281.2501,7668567.1780,glass
49.69953,21.73877,2,0.394,2.394,0.5027,66562.5001,15337134.3561,glass
49.42000,21.44000,1,0.000,2.000,0.5027,33281.2501,7668567.1780,glass
53.16722,16.77722,1,0.000,2.000,0.5027,33281.2501,7668567.1780,glass
50.66667,21.75000,1,0.000,2.000,0.5027,100000.0002,23041704.1969,glass
49.97984,18.48548,1,0.000,2.000,0.5027,33281.2501,7668567.1780,glass
50.88975,20.60033,1,0.000,2.000,0.5027,33281.2501,7668567.1780,glass
52.08708,21.04194,1,0.000,2.000,0.5027,33281.2501,7668567.1780,glass
50.26369,18.70436,1,0.000,2.000,0.5027,33281.2501,7668567.1780,glass
50.00235,22.70986,1,0.000,2.000,0.5027,172000.0003,39631731.2187,glass
44.21237,27.31646,2,1.352,3.352,5.7444,137328.4115,30148740.4824,iron-and-steel
43.86322,21.41436,2,0.591,2.591,1.0975,346864.1523,92500000.0000,glass
48.35766,17.56604,1,0.000,2.000,0.5027,8362.3629,21801002.5319,glass
46.22216,15.69748,2,4.027,6.027,50.9581,128400.0002,13438974.1635,glass
45.81259,15.14511,1,0.000,2.000,0.5027,21400.0000,2239829.0272,glass
57.54162,13.35444,1,0.000,2.000,0.5027,44666.6667,18277004.8623,glass
56.05150,12.97125,1,0.000,2.000,0.5027,44666.6667,18277004.8623,glass
31.66851,-98.99827,2,0.414,2.414,0.5378,51401.0000,7663041.2691,other-metals
33.96672,-87.89986,1,0.000,2.000,0.5027,31099.0000,8446618.3217,glass
37.70034,-84.26929,1,0.000,2.000,0.5027,88342.0000,23994056.2647,glass
38.75919,-94.82525,1,0.000,2.000,0.5027,108558.0000,29484806.3207,glass
36.49700,-82.77946,1,0.000,2.000,0.5027,137795.0000,37425697.6636,glass
33.54800,-81.66668,2,0.630,2.630,1.2472,37475.0000,2303204.4267,other-metals
35.44778,-95.96278,1,0.000,2.000,0.5027,96294.0000,26153852.6856,glass
42.12076,-76.81317,1,0.000,2.000,0.5027,95501.0000,25938470.5727,glass
39.71923,-82.61895,1,0.000,2.000,0.5027,92427.0000,25103559.3305,glass
42.66260,-88.29060,1,0.000,2.000,0.5027,76317.0000,20728016.0281,glass
40.37105,-85.19813,1,0.000,2.000,0.5027,116747.0000,31708972.9317,glass
36.29107,-78.39188,1,0.000,2.000,0.5027,79938.0000,21711494.7555,glass
40.15764,-89.35380,1,0.000,2.000,0.5027,15602.0000,4237568.3802,glass
36.92375,-120.10412,1,0.000,2.000,0.5027,78001.0000,21185397.4633,glass
38.29286,-90.39932,2,4.098,6.098,52.7681,88238.0000,22363617.3861,other-metals
41.81787,-78.28699,1,0.000,2.000,0.5027,65391.0000,17760468.7827,glass
32.54026,-92.76213,2,0.620,2.620,1.2078,82620.9998,11622215.3672,glass
39.57491,-75.46949,2,0.000,2.000,0.5027,60325.0000,15941536.6048,other-metals
36.00992,-96.09923,1,0.000,2.000,0.5027,96298.0000,26154939.1023,glass
35.75943,-77.87928,2,0.989,2.989,3.0739,129604.9998,25175535.4376,glass
40.17369,-84.97169,1,0.000,2.000,0.5027,103039.0000,27985822.8641,glass
43.55865,-89.49912,1,0.000,2.000,0.5027,127885.0000,34734100.2627,glass
44.91034,-91.87880,1,0.000,2.000,0.5027,118494.0000,32183465.4301,glass
46.54494,-122.92631,1,0.000,2.000,0.5027,105860.0000,28752018.2493,glass
35.62883,-80.79426,2,2.569,4.569,20.7293,136381.9998,29613819.3051,glass
34.00071,-96.45341,1,0.000,2.000,0.5027,121358.0000,32961339.7950,glass
33.97952,-83.33383,1,0.000,2.000,0.5027,34643.0000,9409183.5274,glass
34.70845,-81.13464,2,2.276,4.276,16.2727,220015.1789,15244.2260,lime
35.32673,-81.62467,1,0.000,2.000,0.5027,98252.0000,26685653.6655,glass
39.77861,-88.89639,1,0.000,2.000,0.5027,203610.0000,55301326.6176,glass
39.55320,-82.39290,1,0.000,2.000,0.5027,18578.0000,5045862.4130,glass
42.08986,-83.36204,1,0.000,2.000,0.5027,153697.0000,41744747.2970,glass
32.06410,-96.42830,1,0.000,2.000,0.5027,116551.0000,31655738.5129,glass
41.81333,-90.52444,1,0.000,2.000,0.5027,120634.0000,32764698.3704,glass
42.88261,-76.97223,1,0.000,2.000,0.5027,116175.0000,31553615.3421,glass
34.70603,-81.00081,1,0.000,2.000,0.5027,129079.0000,35058395.6509,glass
32.29288,-83.47269,1,0.000,2.000,0.5027,30699.0000,8337976.6506,glass
44.55137,-123.25701,1,0.000,2.000,0.5027,21848.0000,5934008.0740,glass
35.36795,-84.51553,2,0.868,2.868,2.3659,203002.0000,31105741.0531,other-metals
41.52623,-83.71340,2,0.742,2.742,1.7284,128749.0000,34968766.2723,glass
39.53614,-85.77769,2,1.143,3.143,4.1034,97834.0000,18021481.3975,other-metals
40.65766,-122.38862,1,0.000,2.000,0.5027,19957.0000,5420404.5740,glass
32.83652,-85.21573,1,0.000,2.000,0.5027,88329.0000,23990525.4104,glass
36.60127,-87.26182,2,0.515,2.515,0.8342,79867.0000,9352962.4626,other-metals
38.04449,-84.75366,1,0.000,2.000,0.5027,21634.0000,5875884.7800,glass
41.74833,-77.28781,1,0.000,2.000,0.5027,32349.0000,8786123.5438,glass
35.95027,-80.21778,1,0.000,2.000,0.5027,65920.0000,17904147.3927,glass
40.06493,-85.85345,1,0.000,2.000,0.5027,73081.0000,19849104.9091,glass
41.12833,-88.82537,1,0.000,2.000,0.5027,70066.0000,19030218.3134,glass
33.66849,-84.41890,1,0.000,2.000,0.5027,41950.0000,11393795.2537,glass
45.56390,-122.56436,1,0.000,2.000,0.5027,15773.0000,4284012.6946,glass
37.38635,-76.79756,1,0.000,2.000,0.5027,56389.0000,15315487.9753,glass
40.46074,-104.85495,2,1.649,3.649,8.5392,150782.0000,31485443.6935,glass
36.57743,-79.35245,2,3.722,5.722,43.5218,115621.9996,13368630.2296,glass
42.96361,-76.55871,1,0.000,2.000,0.5027,75850.0000,20601176.8771,glass
39.95071,-82.01506,2,1.725,3.725,9.3525,96106.0000,22099074.9170,other-metals
41.24968,-78.75179,2,2.991,4.991,28.1010,102868.0000,27939378.5497,glass
35.11540,-101.85690,1,0.000,2.000,0.5027,64100.0000,17409827.7894,glass
33.54292,-84.61327,1,0.000,2.000,0.5027,26683.0000,7247214.2731,glass
40.06970,-82.40188,1,0.000,2.000,0.5027,45435.0000,12340335.8129,glass
32.43603,-96.85025,2,1.011,3.011,3.2091,86599.9998,14929539.4388,glass
35.61975,-88.92251,2,3.209,5.209,32.3546,67972.0000,11585005.5948,other-metals
34.43545,-82.66158,1,0.000,2.000,0.5027,29428.0000,7992767.7408,glass
32.50286,-82.97724,1,0.000,2.000,0.5027,26930.0000,7314300.5050,glass
41.32890,-88.87857,1,0.000,2.000,0.5027,89646.0000,24348228.1124,glass
34.74870,-79.40589,1,0.000,2.000,0.5027,209532.0000,56909766.5579,glass
38.69892,-93.26053,1,0.000,2.000,0.5027,29451.0000,7999014.6369,glass
41.52358,-80.19788,1,0.000,2.000,0.5027,76377.0000,20744312.2787,glass
37.88795,-90.52849,3,3.200,5.200,32.1767,401207.1789,9572792.9761,lime
39.78741,-105.11613,1,0.000,2.000,0.5027,75250.0000,20438214.3705,glass
34.97575,-89.61575,1,0.000,2.000,0.5027,31549.0000,8568840.2017,glass
38.76533,-97.61307,1,0.000,2.000,0.5027,23744.0000,6448969.5949,glass
47.77726,-122.14904,1,0.000,2.000,0.5027,122.0000,33135.7097,glass
36.08290,-95.83218,1,0.000,2.000,0.5027,1064.0000,288986.8451,glass
33.99643,-98.55336,1,0.000,2.000,0.5027,202838.0000,55091648.1925,glass
40.15132,-79.89174,2,5.120,7.120,82.3581,33828.0000,7530226.8262,glass
-8.58260,13.40524,1,0.000,2.000,0.5027,125736.6883,42465.7534,iron-and-steel
41.08629,20.00742,2,1.701,3.701,9.0846,12803.2605,4000.0000,oil-and-gas-refining
-33.25241,-60.29250,1,0.000,2.000,0.5027,538536.3112,169863.0137,iron-and-steel
-34.46084,150.88502,1,0.000,2.000,0.5027,5657286.8118,271780.8219,iron-and-steel
-33.01371,137.58748,1,0.000,2.000,0.5027,1671087.4420,101917.8082,iron-and-steel
-33.76426,150.85060,1,0.000,2.000,0.5027,50061.6959,63698.6301,iron-and-steel
47.38128,15.06266,1,0.000,2.000,0.5027,1967041.5809,133342.4658,iron-and-steel
22.38079,91.76888,1,0.000,2.000,0.5027,102078.9016,97671.2329,iron-and-steel
22.87243,91.54760,1,0.000,2.000,0.5027,70350.0290,65397.2603,iron-and-steel
44.22569,17.89938,1,0.000,2.000,0.5027,883500.0000,164767.1233,iron-and-steel
52.84919,29.98699,1,0.000,2.000,0.5027,194218.0000,254794.5205,iron-and-steel
-19.53234,-42.63995,1,0.000,2.000,0.5027,305214.5756,76438.3562,iron-and-steel
-22.52451,-44.19381,1,0.000,2.000,0.5027,405161.9962,67945.2055,iron-and-steel
-19.83244,-43.13113,1,0.000,2.000,0.5027,1773323.3674,101917.8082,iron-and-steel
-22.49282,-44.51248,1,0.000,2.000,0.5027,311776.0734,84931.5068,iron-and-steel
-20.15455,-44.87928,1,0.000,2.000,0.5027,702523.6863,50958.9041,iron-and-steel
-22.90189,-45.35478,2,5.309,7.309,88.5540,320276.6407,87479.4521,iron-and-steel
-23.43870,-47.08819,1,0.000,2.000,0.5027,181553.4263,80684.9315,iron-and-steel
-20.34574,-40.36050,1,0.000,2.000,0.5027,117540.4767,50958.9041,iron-and-steel
-5.41498,-49.08071,1,0.000,2.000,0.5027,200605.5535,42805.4795,iron-and-steel
-20.58055,-43.96941,1,0.000,2.000,0.5027,477842.1264,84931.5068,iron-and-steel
43.26900,-79.80159,1,0.000,2.000,0.5027,3397365.9307,343972.6027,iron-and-steel
45.83697,-73.25145,1,0.000,2.000,0.5027,723161.6182,203835.6164,iron-and-steel
45.61388,-74.70529,1,0.000,2.000,0.5027,33104.7998,55205.4795,iron-and-steel
50.48727,-104.57929,2,4.993,6.993,78.3090,1339659.1246,240410.9589,oil-and-gas-refining
46.04335,-73.14177,1,0.000,2.000,0.5027,459336.1603,50958.9041,iron-and-steel
47.17283,7.56332,1,0.000,2.000,0.5027,50452.5547,61150.6849,iron-and-steel
47.30818,7.87360,1,0.000,2.000,0.5027,45547.4453,55205.4795,iron-and-steel
-33.29473,-70.72814,1,0.000,2.000,0.5027,39516.1668,44164.3836,iron-and-steel
32.48622,114.03635,1,0.000,2.000,0.5027,5128218.1973,305753.4247,iron-and-steel
30.70837,118.43535,1,0.000,2.000,0.5027,117905.4950,84931.5068,iron-and-steel
31.24662,119.11981,1,0.000,2.000,0.5027,191144.5371,84931.5068,iron-and-steel
32.32259,115.95729,1,0.000,2.000,0.5027,2926615.8657,254794.5205,iron-and-steel
43.84879,87.30817,1,0.000,2.000,0.5027,10733924.2028,620000.0000,iron-and-steel
41.36385,110.99239,1,0.000,2.000,0.5027,0.0000,0.0000,iron-and-steel
40.90190,110.33625,1,0.000,2.000,0.5027,0.0000,0.0000,iron-and-steel
31.72346,120.83407,1,0.000,2.000,0.5027,4169017.1055,272035.6164,iron-and-steel
31.60321,119.72278,2,1.085,3.085,3.6981,2666143.3705,315253.1685,iron-and-steel
29.73228,104.50142,1,0.000,2.000,0.5027,10920250.0000,513835.6164,iron-and-steel
41.82968,119.28595,1,0.000,2.000,0.5027,4682961.6867,229315.0685,iron-and-steel
29.25970,106.21403,1,0.000,2.000,0.5027,67954.4040,44164.3836,iron-and-steel
29.48876,105.86266,1,0.000,2.000,0.5027,33977.2020,22082.1918,iron-and-steel
29.44494,105.74581,1,0.000,2.000,0.5027,131988.3615,85780.8219,iron-and-steel
39.19161,122.05955,1,0.000,2.000,0.5027,2158376.6427,228890.4110,iron-and-steel
24.04097,114.86949,1,0.000,2.000,0.5027,97975.6026,61150.6849,iron-and-steel
30.53219,114.74723,1,0.000,2.000,0.5027,209433.9525,101917.8082,iron-and-steel
28.64296,115.99225,1,0.000,2.000,0.5027,5054000.0000,237808.2192,iron-and-steel
23.74937,116.13102,3,0.608,2.608,1.1628,322503.0251,201287.6712,iron-and-steel
23.72014,115.94945,1,0.000,2.000,0.5027,97975.6026,61150.6849,iron-and-steel
23.89296,113.50093,1,0.000,2.000,0.5027,78244.4048,48835.6164,iron-and-steel
26.96353,119.64427,1,0.000,2.000,0.5027,98835.2918,42465.7534,iron-and-steel
24.46963,117.94872,1,0.000,2.000,0.5027,142322.8202,61150.6849,iron-and-steel
26.87281,117.75940,1,0.000,2.000,0.5027,197670.5836,84931.5068,iron-and-steel
23.52916,116.32925,1,0.000,2.000,0.5027,97975.6026,61150.6849,iron-and-steel
23.74121,113.50173,1,0.000,2.000,0.5027,68038.6129,42465.7534,iron-and-steel
21.69406,111.85079,2,0.717,2.717,1.6138,400067.0438,249698.6301,iron-and-steel
23.53880,113.10724,2,2.563,4.563,20.6320,221805.8780,138438.3562,iron-and-steel
23.45422,116.49846,1,0.000,2.000,0.5027,2504628.4972,169863.0137,iron-and-steel
22.89810,112.24388,2,2.283,4.283,16.3755,815294.9351,509589.0411,iron-and-steel
24.00856,114.79733,1,0.000,2.000,0.5027,125191.0477,78136.9863,iron-and-steel
23.04257,114.96451,1,0.000,2.000,0.5027,68038.6129,42465.7534,iron-and-steel
31.50127,114.00687,1,0.000,2.000,0.5027,150893.6450,73805.4795,iron-and-steel
23.97892,111.73619,4,1.077,3.077,3.6410,5704761.1035,741452.0548,iron-and-steel
23.52215,111.23577,3,0.802,2.802,2.0199,580271.7399,369536.9863,iron-and-steel
24.66793,110.78367,4,0.866,2.866,2.3548,736375.3168,176997.4636,lime
26.50983,107.57227,1,0.000,2.000,0.5027,54669.2529,42465.7534,iron-and-steel
31.43955,107.68104,1,0.000,2.000,0.5027,237701.0027,84931.5068,iron-and-steel
39.22464,118.09302,1,0.000,2.000,0.5027,10936744.6921,653972.6027,iron-and-steel
46.60300,131.07834,1,0.000,2.000,0.5027,3229719.6456,169947.9452,iron-and-steel
33.35793,115.12835,1,0.000,2.000,0.5027,2475153.8234,148630.1370,iron-and-steel
34.46182,113.69718,1,0.000,2.000,0.5027,193588.4423,101917.8082,iron-and-steel
34.26350,113.85417,1,0.000,2.000,0.5027,631311.3741,118904.1096,iron-and-steel
35.87719,114.33198,1,0.000,2.000,0.5027,1865457.4924,169863.0137,iron-and-steel
26.86419,112.57273,1,0.000,2.000,0.5027,1051046.4278,110410.9589,iron-and-steel
24.49723,114.93861,1,0.000,2.000,0.5027,190508.1161,118904.1096,iron-and-steel
23.39423,114.89667,1,0.000,2.000,0.5027,224527.4225,140136.9863,iron-and-steel
31.00723,113.75475,1,0.000,2.000,0.5027,86820.2790,42465.7534,iron-and-steel
32.12598,112.71585,1,0.000,2.000,0.5027,347281.1162,169863.0137,iron-and-steel
23.17865,114.27937,1,0.000,2.000,0.5027,84367.8800,52657.5342,iron-and-steel
31.47137,119.48237,2,0.340,2.340,0.5027,547894.2203,234410.9589,iron-and-steel
28.60402,118.16401,1,0.000,2.000,0.5027,208401.2786,84931.5068,iron-and-steel
44.00643,125.50347,1,0.000,2.000,0.5027,304679.9848,127397.2603,iron-and-steel
40.65306,122.38082,3,4.797,6.797,72.2885,13948184.9226,866301.3699,iron-and-steel
36.13082,113.23334,6,6.823,8.823,146.2673,2583335.1356,219951.0916,lime
31.84992,120.72863,1,0.000,2.000,0.5027,12476079.4669,699835.6164,iron-and-steel
24.18586,114.72324,1,0.000,2.000,0.5027,97975.6026,61150.6849,iron-and-steel
34.60874,119.44822,1,0.000,2.000,0.5027,1025271.4941,52742.4658,iron-and-steel
41.19225,122.87673,1,0.000,2.000,0.5027,4098543.7335,195342.4658,iron-and-steel
36.47410,113.35200,3,4.200,6.200,55.4059,1248285.7523,187898.1970,lime
28.09093,119.52131,1,0.000,2.000,0.5027,255779.0147,101917.8082,iron-and-steel
24.11798,115.21024,1,0.000,2.000,0.5027,126551.8200,78986.3014,iron-and-steel
28.85028,105.70691,1,0.000,2.000,0.5027,475402.0054,169863.0137,iron-and-steel
33.26879,111.53665,1,0.000,2.000,0.5027,4352080.4976,254794.5205,iron-and-steel
30.26857,121.06038,1,0.000,2.000,0.5027,106574.5895,42465.7534,iron-and-steel
40.42901,119.22091,1,0.000,2.000,0.5027,1904549.0982,114657.5342,iron-and-steel
36.96773,118.95350,1,0.000,2.000,0.5027,2476178.7012,118904.1096,iron-and-steel
36.25617,116.17983,1,0.000,2.000,0.5027,0.0000,0.0000,iron-and-steel
40.18364,113.30503,1,0.000,2.000,0.5027,4367287.6027,212328.7671,iron-and-steel
37.38304,111.15644,1,0.000,2.000,0.5027,5478784.9814,305753.4247,iron-and-steel
38.09151,114.08687,3,4.983,6.983,78.0058,489578.8368,221913.0885,lime
26.90548,106.75678,2,4.323,6.323,58.7005,287252.6624,85938.1000,iron-and-steel
31.19074,107.45512,1,0.000,2.000,0.5027,1606237.5017,220821.9178,iron-and-steel
30.83097,105.36732,1,0.000,2.000,0.5027,130735.5515,46712.3288,iron-and-steel
30.05898,102.62582,1,0.000,2.000,0.5027,197291.8323,70493.1507,iron-and-steel
40.18320,118.06636,1,0.000,2.000,0.5027,8205657.6503,476805.4795,iron-and-steel
39.96758,117.85708,1,0.000,2.000,0.5027,110299.9957,59452.0548,iron-and-steel
24.24846,102.52269,1,0.000,2.000,0.5027,0.0000,0.0000,iron-and-steel
35.88263,111.53084,2,6.620,8.620,137.6902,131041.9121,17070.8789,iron-and-steel
42.70655,93.55148,1,0.000,2.000,0.5027,1553947.8078,84931.5068,iron-and-steel
39.14300,76.16159,1,0.000,2.000,0.5027,1535093.7511,84931.5068,iron-and-steel
42.67522,86.28076,1,0.000,2.000,0.5027,1884435.3793,113298.6301,iron-and-steel
44.28900,86.59322,1,0.000,2.000,0.5027,63529.4636,33972.6027,iron-and-steel
43.52613,83.29707,1,0.000,2.000,0.5027,1494456.6629,84931.5068,iron-and-steel
34.49862,116.90963,1,0.000,2.000,0.5027,198512.3987,84931.5068,iron-and-steel
33.21496,120.77203,2,5.662,7.662,100.6962,4066937.7289,312367.4590,iron-and-steel
24.07701,102.76943,1,0.000,2.000,0.5027,1532137.3494,72191.7808,iron-and-steel
25.45419,103.54723,1,0.000,2.000,0.5027,4693000.0000,220821.9178,iron-and-steel
26.27509,104.16921,1,0.000,2.000,0.5027,372466.9041,118904.1096,iron-and-steel
25.30351,103.88731,2,1.143,3.143,4.1012,1623394.4772,136897.0041,iron-and-steel
25.54707,103.77545,1,0.000,2.000,0.5027,0.0000,0.0000,iron-and-steel
24.80971,104.04206,1,0.000,2.000,0.5027,133023.8943,42465.7534,iron-and-steel
24.44625,102.55378,2,3.597,5.597,40.6398,268512.2854,424814.8123,iron-and-steel
24.01717,102.18365,1,0.000,2.000,0.5027,4794098.1597,253095.8904,iron-and-steel
28.13591,120.38175,1,0.000,2.000,0.5027,106574.5895,42465.7534,iron-and-steel
30.94355,120.97180,1,0.000,2.000,0.5027,255779.0147,101917.8082,iron-and-steel
28.78688,120.24894,1,0.000,2.000,0.5027,234464.0968,93424.6575,iron-and-steel
30.70712,120.93450,2,3.722,5.722,43.5161,408166.9981,100038.6919,iron-and-steel
23.35774,114.77015,1,0.000,2.000,0.5027,97975.6026,61150.6849,iron-and-steel
50.65509,11.43520,1,0.000,2.000,0.5027,69636.6333,93424.6575,iron-and-steel
50.91554,8.01641,1,0.000,2.000,0.5027,37983.6182,50958.9041,iron-and-steel
51.31309,13.27701,1,0.000,2.000,0.5027,88628.4424,118904.1096,iron-and-steel
52.20947,8.04645,1,0.000,2.000,0.5027,41148.9197,55205.4795,iron-and-steel
48.59828,7.82206,1,0.000,2.000,0.5027,158265.0758,212328.7671,iron-and-steel
48.51174,10.85563,1,0.000,2.000,0.5027,88628.4424,118904.1096,iron-and-steel
52.65583,13.21479,1,0.000,2.000,0.5027,63306.0303,84931.5068,iron-and-steel
52.31667,10.24469,1,0.000,2.000,0.5027,63306.0303,84931.5068,iron-and-steel
35.47853,-0.62131,1,0.000,2.000,0.5027,565156.9949,33123.2877,iron-and-steel
30.39068,30.58298,3,2.078,4.078,13.5721,2784832.4030,433150.6849,iron-and-steel
43.03769,-2.21882,1,0.000,2.000,0.5027,79811.8910,123150.6849,iron-and-steel
38.32042,-6.71619,1,0.000,2.000,0.5027,64175.3260,110410.9589,iron-and-steel
43.51411,-8.16427,1,0.000,2.000,0.5027,74295.2812,59452.0548,iron-and-steel
65.76493,24.16491,2,0.912,2.912,2.6115,278887.1162,117891.4073,iron-and-steel
61.12287,28.82904,2,3.281,5.281,33.8234,130247.1867,61964.0317,iron-and-steel
43.53016,-1.50035,1,0.000,2.000,0.5027,48373.2751,101917.8082,iron-and-steel
50.32966,3.49072,1,0.000,2.000,0.5027,34264.4032,72191.7808,iron-and-steel
49.24081,6.15343,1,0.000,2.000,0.5027,32994.3331,70068.4932,iron-and-steel
49.03378,1.56184,1,0.000,2.000,0.5027,22171.0844,46712.3288,iron-and-steel
48.38662,2.98111,1,0.000,2.000,0.5027,29023.9651,61150.6849,iron-and-steel
50.39797,3.56106,1,0.000,2.000,0.5027,29427.0757,62000.0000,iron-and-steel
39.38687,22.80878,1,0.000,2.000,0.5027,34082.5397,84931.5068,iron-and-steel
39.16988,22.84076,1,0.000,2.000,0.5027,46011.4286,114657.5342,iron-and-steel
-3.33930,115.92713,1,0.000,2.000,0.5027,1761455.9976,84931.5068,iron-and-steel
-6.18360,106.92090,2,0.579,2.579,1.0515,439696.8147,246301.3699,iron-and-steel
-7.35513,112.70373,1,0.000,2.000,0.5027,165804.1401,59452.0548,iron-and-steel
22.31265,84.76904,1,0.000,2.000,0.5027,1187500.0000,42465.7534,iron-and-steel
14.87640,78.04316,1,0.000,2.000,0.5027,471790.4550,32698.6301,iron-and-steel
23.78292,86.83461,1,0.000,2.000,0.5027,443177.2800,17665.7534,iron-and-steel
23.63195,86.29284,1,0.000,2.000,0.5027,1727622.8942,127397.2603,iron-and-steel
26.75892,83.20164,1,0.000,2.000,0.5027,976113.6000,44843.8356,iron-and-steel
22.08467,84.86146,1,0.000,2.000,0.5027,185165.6400,7813.6986,iron-and-steel
29.12710,75.77284,1,0.000,2.000,0.5027,511936.0000,67945.2055,iron-and-steel
23.31293,70.20019,1,0.000,2.000,0.5027,1777545.0000,65397.2603,iron-and-steel
19.09773,82.16614,1,0.000,2.000,0.5027,4599997.4961,254794.5205,iron-and-steel
22.00981,83.32950,1,0.000,2.000,0.5027,348717.6046,25224.6575,iron-and-steel
22.36960,87.28993,3,1.597,3.597,8.0084,4372587.4200,165446.5753,iron-and-steel
21.80207,85.56614,1,0.000,2.000,0.5027,233158.5000,8578.0822,iron-and-steel
22.58776,85.90658,1,0.000,2.000,0.5027,1419860.8800,59112.3288,iron-and-steel
23.68855,87.12278,1,0.000,2.000,0.5027,2640924.0000,97161.6438,iron-and-steel
23.56371,87.08649,1,0.000,2.000,0.5027,259078.6800,10701.3699,iron-and-steel
35.74563,50.22225,1,0.000,2.000,0.5027,66496.4247,20383.5616,iron-and-steel
31.69970,55.44826,1,0.000,2.000,0.5027,849255.1042,101917.8082,iron-and-steel
30.49284,56.82101,1,0.000,2.000,0.5027,963904.5433,127397.2603,iron-and-steel
32.41927,51.32422,2,1.571,3.571,7.7499,4531564.4277,441643.8356,iron-and-steel
33.92787,59.00627,1,0.000,2.000,0.5027,566170.0695,67945.2055,iron-and-steel
31.28355,48.57247,1,0.000,2.000,0.5027,9913.9781,2972.6027,iron-and-steel
36.34521,58.67441,1,0.000,2.000,0.5027,990797.6216,118904.1096,iron-and-steel
31.27040,48.73319,1,0.000,2.000,0.5027,2360249.7857,305753.4247,iron-and-steel
29.92933,56.73447,2,2.180,4.180,14.9269,786990.6368,118904.1096,iron-and-steel
33.42864,51.98265,1,0.000,2.000,0.5027,471028.0202,62254.7945,iron-and-steel
29.16969,54.61894,1,0.000,2.000,0.5027,642603.0289,84931.5068,iron-and-steel
37.12471,46.17302,1,0.000,2.000,0.5027,566170.0695,67945.2055,iron-and-steel
29.19292,52.84391,1,0.000,2.000,0.5027,1061568.8803,127397.2603,iron-and-steel
30.56471,48.93597,1,0.000,2.000,0.5027,707712.5869,84931.5068,iron-and-steel
35.59488,59.20598,1,0.000,2.000,0.5027,938221.3202,123150.6849,iron-and-steel
36.12436,49.31914,1,0.000,2.000,0.5027,908255.7239,135890.4110,iron-and-steel
30.75653,56.65999,1,0.000,2.000,0.5027,1522237.1271,127397.2603,iron-and-steel
36.09267,43.96872,2,2.528,4.528,20.0750,569249.0946,114657.5342,iron-and-steel
46.04867,11.43868,1,0.000,2.000,0.5027,80576.0616,50958.9041,iron-and-steel
45.41975,11.90604,1,0.000,2.000,0.5027,80576.0616,50958.9041,iron-and-steel
45.64874,10.21027,1,0.000,2.000,0.5027,72518.4554,45863.0137,iron-and-steel
45.52101,11.49456,2,0.571,2.571,1.0261,125921.2484,109905.7189,iron-and-steel
37.43833,15.03337,1,0.000,2.000,0.5027,31231.0316,42465.7534,iron-and-steel
46.00821,13.25363,1,0.000,2.000,0.5027,93693.0949,127397.2603,iron-and-steel
45.37165,10.33221,1,0.000,2.000,0.5027,37477.2380,50958.9041,iron-and-steel
45.46020,10.45783,1,0.000,2.000,0.5027,75953.8689,103276.7123,iron-and-steel
45.64359,10.37747,2,0.365,2.365,0.5027,99939.3012,135890.4110,iron-and-steel
45.14667,9.94527,1,0.000,2.000,0.5027,1417802.9505,365205.4795,iron-and-steel
46.23077,13.07797,1,0.000,2.000,0.5027,516686.1872,186849.3151,iron-and-steel
40.64071,15.82966,1,0.000,2.000,0.5027,104061.7974,59452.0548,iron-and-steel
45.59885,9.03542,1,0.000,2.000,0.5027,48720.4093,66246.5753,iron-and-steel
44.38810,7.94523,1,0.000,2.000,0.5027,37477.2380,50958.9041,iron-and-steel
35.70461,139.94829,2,3.641,5.641,41.6515,176748.7807,76391.9455,iron-and-steel
34.47566,135.35411,1,0.000,2.000,0.5027,25327.1367,42465.7534,iron-and-steel
34.81786,135.67772,1,0.000,2.000,0.5027,40776.6901,68369.8630,iron-and-steel
36.54060,139.99283,1,0.000,2.000,0.5027,40523.4188,67945.2055,iron-and-steel
-3.78921,39.31641,1,0.000,2.000,0.5027,0.0000,84931.5068,iron-and-steel
35.09882,128.86231,1,0.000,2.000,0.5027,45300.5549,84931.5068,iron-and-steel
36.95628,126.61736,1,0.000,2.000,0.5027,36240.4439,67945.2055,iron-and-steel
35.21266,128.62742,2,2.224,4.224,15.5394,190262.3306,356712.3288,iron-and-steel
17.93089,-102.20199,1,0.000,2.000,0.5027,1978898.8924,552054.7945,iron-and-steel
20.52180,-100.92452,1,0.000,2.000,0.5027,232811.2172,195342.4658,iron-and-steel
25.51095,-100.96319,1,0.000,2.000,0.5027,154973.8164,186849.3151,iron-and-steel
22.09465,-100.90834,2,1.245,3.245,4.8693,110570.1396,186084.9315,iron-and-steel
19.39674,-98.08818,1,0.000,2.000,0.5027,63929.8537,96821.9178,iron-and-steel
